body_type,sex,diet,transport_mode,vehicle_type,vehicle_monthly_km,daily_screen_hours,daily_internet_hours,heating_source,energy_efficient,air_travel_frequency,monthly_grocery_bill,waste_bags_per_week,carbon_emission_kg,screen_category
normal,male,vegetarian,private,petrol,1048,14,22,wood,Yes,very frequently,82,1,2425,High Screen Time (>6h)
obese,male,vegan,private,diesel,2936,22,19,electricity,No,rarely,105,6,2791,High Screen Time (>6h)
overweight,male,vegan,private,electric,4792,1,3,coal,Yes,very frequently,103,1,2662,Low Screen Time (≤6h)
obese,female,pescatarian,walk/bicycle,None,82,18,8,natural gas,No,rarely,204,6,1291,High Screen Time (>6h)
underweight,male,omnivore,walk/bicycle,None,1,0,20,coal,No,never,165,5,1530,Low Screen Time (≤6h)
underweight,male,vegetarian,walk/bicycle,None,21,24,7,coal,Yes,rarely,180,1,1363,High Screen Time (>6h)
overweight,female,vegan,private,electric,9511,6,13,coal,Yes,rarely,128,4,1797,Low Screen Time (≤6h)
overweight,male,pescatarian,public,None,672,13,13,coal,No,rarely,168,5,2084,High Screen Time (>6h)
obese,female,vegetarian,public,None,292,17,19,natural gas,Sometimes,very frequently,135,6,2603,High Screen Time (>6h)
overweight,male,vegan,walk/bicycle,None,33,17,15,electricity,Yes,never,209,4,1734,High Screen Time (>6h)
underweight,female,vegetarian,public,None,465,15,5,natural gas,Yes,frequently,285,6,1854,High Screen Time (>6h)
overweight,male,vegetarian,private,lpg,8034,19,23,electricity,Sometimes,rarely,141,6,4223,High Screen Time (>6h)
overweight,male,vegan,public,None,1901,21,22,electricity,Sometimes,frequently,261,7,1790,High Screen Time (>6h)
normal,female,pescatarian,private,petrol,4458,12,10,wood,Sometimes,never,145,4,2021,High Screen Time (>6h)
underweight,male,omnivore,private,diesel,9562,19,11,natural gas,Sometimes,frequently,171,5,4300,High Screen Time (>6h)
obese,male,vegetarian,walk/bicycle,None,22,14,11,wood,Yes,frequently,107,6,2706,High Screen Time (>6h)
overweight,male,vegan,walk/bicycle,None,72,8,1,natural gas,Yes,never,255,6,1495,High Screen Time (>6h)
underweight,male,vegan,private,petrol,7246,17,0,natural gas,No,rarely,140,1,3757,High Screen Time (>6h)
underweight,female,omnivore,private,lpg,7840,12,1,natural gas,Sometimes,very frequently,212,4,3925,High Screen Time (>6h)
obese,male,vegetarian,public,None,434,16,12,electricity,No,never,150,1,1616,High Screen Time (>6h)
normal,female,omnivore,private,hybrid,2052,0,2,natural gas,Sometimes,very frequently,158,3,2279,Low Screen Time (≤6h)
underweight,female,vegetarian,walk/bicycle,None,54,9,4,natural gas,No,rarely,279,2,1061,High Screen Time (>6h)
underweight,female,pescatarian,walk/bicycle,None,29,17,15,electricity,Sometimes,frequently,147,3,1168,High Screen Time (>6h)
underweight,female,omnivore,walk/bicycle,None,4,3,24,natural gas,Yes,rarely,215,3,1167,Low Screen Time (≤6h)
overweight,female,vegan,walk/bicycle,None,85,18,15,coal,Yes,very frequently,272,7,2672,High Screen Time (>6h)
obese,female,pescatarian,private,petrol,5602,20,19,wood,Sometimes,never,118,2,3094,High Screen Time (>6h)
normal,male,pescatarian,walk/bicycle,None,43,19,0,electricity,No,never,52,2,656,High Screen Time (>6h)
underweight,female,vegetarian,walk/bicycle,None,53,18,14,wood,Yes,very frequently,69,1,1943,High Screen Time (>6h)
overweight,female,pescatarian,private,electric,8091,15,22,electricity,Yes,very frequently,176,5,2728,High Screen Time (>6h)
underweight,male,vegetarian,public,None,117,8,2,coal,Sometimes,never,219,6,1501,High Screen Time (>6h)
normal,male,pescatarian,public,None,136,15,4,natural gas,No,very frequently,85,1,2182,High Screen Time (>6h)
normal,male,vegetarian,private,petrol,8522,18,12,natural gas,No,rarely,94,1,4598,High Screen Time (>6h)
underweight,female,vegan,public,None,1877,3,12,natural gas,No,very frequently,230,5,2164,Low Screen Time (≤6h)
underweight,male,vegan,walk/bicycle,None,38,14,10,coal,Yes,rarely,114,1,1223,High Screen Time (>6h)
obese,male,vegetarian,public,None,542,21,14,coal,Sometimes,rarely,97,4,1687,High Screen Time (>6h)
overweight,female,pescatarian,walk/bicycle,None,37,15,11,coal,No,frequently,272,4,2081,High Screen Time (>6h)
underweight,female,pescatarian,public,None,1843,10,21,wood,Sometimes,very frequently,261,6,2931,High Screen Time (>6h)
underweight,female,vegan,public,None,880,15,19,coal,Sometimes,rarely,201,5,1707,High Screen Time (>6h)
overweight,male,vegan,walk/bicycle,None,29,7,12,coal,No,very frequently,256,7,3343,High Screen Time (>6h)
overweight,female,vegetarian,public,None,944,7,11,coal,Yes,frequently,95,5,1654,High Screen Time (>6h)
normal,male,vegan,private,diesel,5556,10,14,natural gas,Yes,rarely,219,4,3114,High Screen Time (>6h)
overweight,male,vegetarian,walk/bicycle,None,39,1,15,natural gas,No,very frequently,111,2,2158,Low Screen Time (≤6h)
underweight,female,pescatarian,public,None,1287,9,1,natural gas,Sometimes,never,222,7,1410,High Screen Time (>6h)
overweight,female,vegan,public,None,1778,6,5,coal,Yes,never,63,7,1444,Low Screen Time (≤6h)
underweight,female,vegan,walk/bicycle,None,6,18,0,wood,Yes,never,52,5,723,High Screen Time (>6h)
overweight,male,vegetarian,public,None,695,7,13,electricity,Yes,rarely,162,1,1651,High Screen Time (>6h)
normal,female,pescatarian,walk/bicycle,None,72,13,0,natural gas,No,frequently,115,1,955,High Screen Time (>6h)
underweight,male,vegan,private,electric,4771,15,8,coal,Sometimes,frequently,144,4,2014,High Screen Time (>6h)
overweight,male,vegetarian,private,petrol,8567,0,21,natural gas,Sometimes,never,147,7,4994,Low Screen Time (≤6h)
overweight,female,omnivore,walk/bicycle,None,57,23,23,coal,Sometimes,rarely,286,2,1767,High Screen Time (>6h)
overweight,male,omnivore,walk/bicycle,None,89,6,7,natural gas,Sometimes,rarely,262,3,2686,Low Screen Time (≤6h)
obese,male,vegan,public,None,1067,13,24,wood,Sometimes,never,206,2,1629,High Screen Time (>6h)
overweight,male,pescatarian,walk/bicycle,None,3,22,8,coal,Sometimes,never,50,7,1943,High Screen Time (>6h)
underweight,female,vegetarian,public,None,1122,14,7,wood,Sometimes,never,65,4,976,High Screen Time (>6h)
normal,male,vegetarian,public,None,1373,23,17,wood,Sometimes,never,281,3,1714,High Screen Time (>6h)
underweight,female,omnivore,private,petrol,2847,16,22,electricity,Yes,very frequently,187,4,3121,High Screen Time (>6h)
normal,male,pescatarian,public,None,1719,11,17,natural gas,Sometimes,rarely,181,4,1681,High Screen Time (>6h)
obese,male,vegan,private,diesel,3337,12,15,natural gas,No,rarely,58,3,3361,High Screen Time (>6h)
underweight,female,vegan,private,hybrid,197,8,2,natural gas,No,rarely,201,5,915,High Screen Time (>6h)
normal,male,vegan,walk/bicycle,None,92,15,23,wood,Yes,frequently,98,3,2096,High Screen Time (>6h)
overweight,female,omnivore,private,petrol,7070,5,3,wood,Yes,rarely,245,4,3995,Low Screen Time (≤6h)
overweight,male,vegan,private,electric,681,1,3,coal,No,never,215,1,1178,Low Screen Time (≤6h)
normal,male,pescatarian,private,lpg,9245,5,2,natural gas,Yes,frequently,91,1,4151,Low Screen Time (≤6h)
overweight,female,pescatarian,public,None,1392,14,20,coal,Sometimes,never,179,4,1936,High Screen Time (>6h)
normal,female,vegan,private,hybrid,2663,20,23,natural gas,Sometimes,rarely,257,4,1781,High Screen Time (>6h)
overweight,female,omnivore,walk/bicycle,None,88,7,5,wood,Yes,frequently,99,4,1654,High Screen Time (>6h)
normal,female,vegan,public,None,5,19,13,wood,No,very frequently,51,1,2188,High Screen Time (>6h)
underweight,male,omnivore,private,petrol,6138,4,0,wood,Yes,rarely,264,6,3647,Low Screen Time (≤6h)
overweight,male,pescatarian,public,None,1990,7,24,coal,Yes,very frequently,287,3,3758,High Screen Time (>6h)
normal,male,omnivore,walk/bicycle,None,82,0,4,natural gas,Sometimes,frequently,116,7,2061,Low Screen Time (≤6h)
obese,male,vegan,public,None,53,5,12,wood,Yes,never,192,5,1635,Low Screen Time (≤6h)
underweight,female,vegetarian,public,None,1714,19,7,natural gas,No,rarely,174,1,884,High Screen Time (>6h)
obese,female,vegan,private,diesel,6859,9,6,electricity,No,frequently,255,6,3895,High Screen Time (>6h)
overweight,female,pescatarian,public,None,1957,16,7,natural gas,No,rarely,169,2,1204,High Screen Time (>6h)
normal,female,pescatarian,private,petrol,6087,10,19,coal,Sometimes,rarely,211,2,3284,High Screen Time (>6h)
overweight,male,vegan,private,petrol,1810,13,16,wood,No,frequently,164,3,3118,High Screen Time (>6h)
overweight,female,vegetarian,private,petrol,7666,6,19,wood,Yes,rarely,194,6,4102,Low Screen Time (≤6h)
underweight,female,omnivore,public,None,877,13,5,natural gas,Yes,rarely,199,3,1264,High Screen Time (>6h)
underweight,female,vegan,private,lpg,9075,20,5,natural gas,No,frequently,298,6,3719,High Screen Time (>6h)
overweight,female,omnivore,public,None,489,8,16,coal,No,never,262,5,1678,High Screen Time (>6h)
obese,female,vegan,walk/bicycle,None,59,21,17,wood,No,very frequently,51,4,3140,High Screen Time (>6h)
underweight,male,vegan,public,None,527,9,2,coal,Sometimes,frequently,99,7,2201,High Screen Time (>6h)
obese,male,vegetarian,public,None,910,11,17,coal,Sometimes,frequently,240,7,3184,High Screen Time (>6h)
obese,male,vegetarian,private,petrol,174,12,0,coal,No,rarely,261,6,2400,High Screen Time (>6h)
overweight,female,vegan,walk/bicycle,None,96,2,7,natural gas,No,never,178,7,1035,Low Screen Time (≤6h)
obese,female,omnivore,walk/bicycle,None,47,2,21,natural gas,Sometimes,frequently,128,7,3171,Low Screen Time (≤6h)
normal,male,vegan,public,None,253,23,4,natural gas,Sometimes,very frequently,181,2,2472,High Screen Time (>6h)
obese,female,vegetarian,public,None,1637,13,3,electricity,Sometimes,rarely,226,6,1582,High Screen Time (>6h)
overweight,male,pescatarian,walk/bicycle,None,82,11,13,electricity,Sometimes,rarely,78,6,1535,High Screen Time (>6h)
obese,female,pescatarian,private,hybrid,5156,19,20,coal,Yes,very frequently,188,7,4368,High Screen Time (>6h)
overweight,female,vegetarian,public,None,207,8,18,coal,Yes,never,167,6,1801,High Screen Time (>6h)
underweight,female,omnivore,walk/bicycle,None,29,21,1,natural gas,No,very frequently,248,5,2875,High Screen Time (>6h)
normal,female,vegan,private,electric,3197,12,20,wood,Yes,frequently,186,7,2257,High Screen Time (>6h)
overweight,female,vegetarian,public,None,1445,15,6,natural gas,No,very frequently,205,5,3007,High Screen Time (>6h)
overweight,male,vegetarian,walk/bicycle,None,51,15,24,natural gas,Sometimes,very frequently,284,1,2840,High Screen Time (>6h)
obese,male,vegetarian,private,petrol,6231,18,6,natural gas,Sometimes,rarely,81,7,5952,High Screen Time (>6h)
underweight,male,vegan,private,diesel,2887,13,6,coal,Sometimes,rarely,74,7,2224,High Screen Time (>6h)
obese,male,omnivore,private,hybrid,3749,9,2,electricity,Sometimes,never,127,4,2099,High Screen Time (>6h)
underweight,male,vegan,public,None,667,6,16,electricity,Yes,frequently,239,7,2254,Low Screen Time (≤6h)
obese,male,vegetarian,private,diesel,7158,5,18,coal,No,very frequently,264,2,5920,Low Screen Time (≤6h)
underweight,female,vegetarian,private,diesel,7826,14,0,wood,Yes,never,249,2,2352,High Screen Time (>6h)
normal,male,omnivore,public,None,1542,2,24,electricity,Yes,very frequently,250,2,2563,Low Screen Time (≤6h)
underweight,male,pescatarian,walk/bicycle,None,26,5,10,natural gas,No,frequently,214,7,2059,Low Screen Time (≤6h)
obese,female,pescatarian,walk/bicycle,None,37,8,2,wood,No,never,286,6,2283,High Screen Time (>6h)
overweight,female,vegetarian,walk/bicycle,None,7,23,12,wood,No,rarely,101,5,1070,High Screen Time (>6h)
underweight,female,vegetarian,public,None,1178,24,7,natural gas,Yes,frequently,66,1,1207,High Screen Time (>6h)
obese,male,omnivore,public,None,1654,24,19,wood,No,rarely,120,5,2443,High Screen Time (>6h)
underweight,male,omnivore,private,petrol,171,0,0,natural gas,Yes,very frequently,280,5,2751,Low Screen Time (≤6h)
overweight,female,vegan,private,electric,3431,12,16,natural gas,Sometimes,very frequently,214,1,2477,High Screen Time (>6h)
underweight,female,omnivore,walk/bicycle,None,55,0,24,electricity,Yes,never,294,5,1296,Low Screen Time (≤6h)
overweight,male,omnivore,public,None,932,1,8,natural gas,No,rarely,179,2,1061,Low Screen Time (≤6h)
normal,female,vegan,walk/bicycle,None,38,20,18,wood,Sometimes,frequently,158,6,2110,High Screen Time (>6h)
normal,male,omnivore,walk/bicycle,None,92,9,10,electricity,Sometimes,never,210,6,1293,High Screen Time (>6h)
overweight,male,pescatarian,public,None,1228,16,7,coal,Yes,never,225,3,1498,High Screen Time (>6h)
overweight,female,vegetarian,public,None,1897,21,18,coal,No,never,191,5,1642,High Screen Time (>6h)
overweight,male,vegan,private,diesel,5221,23,3,coal,Yes,very frequently,77,4,4646,High Screen Time (>6h)
overweight,male,pescatarian,private,electric,5174,4,10,wood,Yes,rarely,248,4,2009,Low Screen Time (≤6h)
obese,female,vegetarian,public,None,1563,20,18,natural gas,No,very frequently,101,3,2970,High Screen Time (>6h)
underweight,male,pescatarian,public,None,1565,13,5,wood,Yes,very frequently,59,3,2363,High Screen Time (>6h)
obese,male,vegetarian,private,electric,6693,0,10,electricity,No,rarely,246,5,1936,Low Screen Time (≤6h)
underweight,female,vegan,private,hybrid,4129,16,1,natural gas,Sometimes,frequently,179,7,2393,High Screen Time (>6h)
overweight,male,omnivore,private,lpg,9460,1,10,electricity,Sometimes,very frequently,66,6,5703,Low Screen Time (≤6h)
overweight,male,omnivore,public,None,1573,5,12,natural gas,Sometimes,rarely,210,4,1864,Low Screen Time (≤6h)
normal,female,vegetarian,public,None,1105,14,21,natural gas,Sometimes,very frequently,170,2,2254,High Screen Time (>6h)
overweight,female,omnivore,walk/bicycle,None,22,16,2,coal,Sometimes,frequently,244,1,1934,High Screen Time (>6h)
overweight,female,pescatarian,public,None,612,22,11,natural gas,Yes,never,172,3,1332,High Screen Time (>6h)
obese,male,vegetarian,public,None,1940,13,20,coal,No,never,82,4,2025,High Screen Time (>6h)
obese,female,omnivore,walk/bicycle,None,15,22,4,electricity,Yes,frequently,126,7,1622,High Screen Time (>6h)
obese,female,vegan,walk/bicycle,None,47,7,17,wood,Yes,rarely,101,1,1273,High Screen Time (>6h)
normal,male,vegan,walk/bicycle,None,21,15,0,wood,No,frequently,214,1,1962,High Screen Time (>6h)
obese,female,vegan,public,None,1926,12,17,electricity,Yes,very frequently,155,3,1995,High Screen Time (>6h)
obese,male,vegan,walk/bicycle,None,19,23,5,electricity,No,rarely,251,3,1850,High Screen Time (>6h)
normal,female,vegetarian,private,diesel,1122,13,5,electricity,No,very frequently,67,4,1866,High Screen Time (>6h)
obese,male,vegetarian,walk/bicycle,None,50,6,16,natural gas,No,frequently,256,2,2035,Low Screen Time (≤6h)
normal,female,omnivore,private,lpg,9525,0,6,coal,Sometimes,very frequently,75,7,4642,Low Screen Time (≤6h)
normal,female,pescatarian,public,None,1660,24,16,wood,Sometimes,very frequently,188,5,2253,High Screen Time (>6h)
overweight,male,omnivore,walk/bicycle,None,56,10,7,coal,No,very frequently,255,7,2752,High Screen Time (>6h)
overweight,male,vegan,private,hybrid,8374,10,5,coal,Yes,very frequently,213,7,4578,High Screen Time (>6h)
underweight,female,vegan,public,None,1466,4,12,coal,No,never,56,1,886,Low Screen Time (≤6h)
normal,male,vegan,private,diesel,325,5,19,natural gas,Yes,frequently,247,5,2380,Low Screen Time (≤6h)
normal,female,omnivore,walk/bicycle,None,92,23,9,wood,No,very frequently,288,4,2526,High Screen Time (>6h)
underweight,female,vegetarian,public,None,719,24,12,coal,Yes,rarely,260,1,1582,High Screen Time (>6h)
normal,female,pescatarian,walk/bicycle,None,3,14,1,electricity,Sometimes,very frequently,219,1,1586,High Screen Time (>6h)
obese,male,pescatarian,private,electric,1441,12,0,coal,Yes,frequently,91,2,1803,High Screen Time (>6h)
underweight,male,vegetarian,walk/bicycle,None,10,9,1,electricity,Sometimes,never,64,5,1280,High Screen Time (>6h)
normal,female,pescatarian,private,lpg,6311,19,21,natural gas,Sometimes,frequently,279,4,3752,High Screen Time (>6h)
obese,male,vegetarian,walk/bicycle,None,64,0,23,wood,Yes,very frequently,172,7,3073,Low Screen Time (≤6h)
overweight,male,pescatarian,public,None,1004,23,22,natural gas,Sometimes,never,283,4,1905,High Screen Time (>6h)
obese,male,vegan,public,None,1558,8,5,natural gas,Yes,very frequently,66,3,3264,High Screen Time (>6h)
underweight,female,vegetarian,public,None,473,11,1,natural gas,No,never,243,2,1212,High Screen Time (>6h)
obese,male,omnivore,public,None,1943,15,15,wood,Sometimes,never,79,3,1804,High Screen Time (>6h)
normal,male,pescatarian,walk/bicycle,None,64,24,7,wood,Sometimes,never,117,3,1546,High Screen Time (>6h)
underweight,male,vegetarian,public,None,1043,17,10,natural gas,Yes,rarely,279,2,1339,High Screen Time (>6h)
normal,female,omnivore,public,None,141,17,1,coal,Yes,frequently,274,4,2100,High Screen Time (>6h)
overweight,female,pescatarian,walk/bicycle,None,37,0,4,natural gas,Yes,frequently,242,5,1778,Low Screen Time (≤6h)
normal,male,pescatarian,public,None,224,6,7,electricity,Yes,frequently,200,2,1319,Low Screen Time (≤6h)
overweight,female,omnivore,public,None,884,10,7,coal,Sometimes,very frequently,192,5,2992,High Screen Time (>6h)
obese,male,vegetarian,walk/bicycle,None,14,17,2,coal,Yes,very frequently,169,2,2623,High Screen Time (>6h)
obese,female,vegan,public,None,1644,9,2,natural gas,No,never,195,5,1590,High Screen Time (>6h)
normal,female,pescatarian,public,None,238,12,13,wood,Yes,rarely,278,1,1167,High Screen Time (>6h)
underweight,female,vegetarian,private,electric,4240,17,14,wood,Sometimes,never,59,6,1050,High Screen Time (>6h)
underweight,male,pescatarian,public,None,1980,19,7,coal,No,very frequently,68,7,2452,High Screen Time (>6h)
underweight,male,vegetarian,walk/bicycle,None,54,17,10,wood,Yes,frequently,199,1,1296,High Screen Time (>6h)
underweight,female,vegan,walk/bicycle,None,95,6,8,electricity,Sometimes,frequently,52,4,1085,Low Screen Time (≤6h)
underweight,male,omnivore,private,petrol,5038,6,7,wood,No,frequently,282,4,4085,Low Screen Time (≤6h)
normal,male,pescatarian,walk/bicycle,None,48,9,24,electricity,No,frequently,203,4,1426,High Screen Time (>6h)
overweight,male,vegan,walk/bicycle,None,90,20,13,natural gas,No,never,140,5,1615,High Screen Time (>6h)
underweight,female,vegan,public,None,1730,9,2,wood,Sometimes,rarely,225,2,1145,High Screen Time (>6h)
underweight,male,omnivore,walk/bicycle,None,98,1,10,wood,No,never,217,6,1698,Low Screen Time (≤6h)
overweight,male,vegan,walk/bicycle,None,75,14,10,natural gas,Yes,rarely,86,5,1554,High Screen Time (>6h)
obese,female,pescatarian,walk/bicycle,None,7,15,20,natural gas,No,never,277,3,1418,High Screen Time (>6h)
obese,female,pescatarian,public,None,822,7,4,electricity,Sometimes,never,146,3,1226,High Screen Time (>6h)
overweight,male,vegan,walk/bicycle,None,3,10,18,natural gas,Yes,frequently,111,5,2664,High Screen Time (>6h)
obese,female,pescatarian,walk/bicycle,None,7,3,6,natural gas,Yes,rarely,277,5,1338,Low Screen Time (≤6h)
underweight,male,vegan,public,None,1981,6,22,coal,Sometimes,rarely,299,1,1651,Low Screen Time (≤6h)
underweight,male,vegetarian,walk/bicycle,None,45,7,14,coal,No,very frequently,219,4,2996,High Screen Time (>6h)
overweight,male,vegetarian,private,hybrid,3233,0,6,natural gas,Yes,frequently,150,4,2923,Low Screen Time (≤6h)
obese,female,vegetarian,public,None,1697,15,8,coal,No,very frequently,293,4,3904,High Screen Time (>6h)
overweight,male,vegan,walk/bicycle,None,94,20,24,natural gas,No,very frequently,262,2,2675,High Screen Time (>6h)
obese,male,vegan,walk/bicycle,None,88,0,1,natural gas,No,very frequently,172,3,2778,Low Screen Time (≤6h)
normal,male,vegan,public,None,512,7,3,wood,Sometimes,never,278,7,1842,High Screen Time (>6h)
obese,female,vegetarian,public,None,696,16,14,coal,No,rarely,105,1,1349,High Screen Time (>6h)
overweight,female,omnivore,walk/bicycle,None,7,8,1,natural gas,Sometimes,never,69,7,1638,High Screen Time (>6h)
obese,male,omnivore,private,petrol,2416,13,18,wood,No,very frequently,91,5,4267,High Screen Time (>6h)
overweight,male,omnivore,private,diesel,9315,17,20,wood,No,very frequently,167,7,6142,High Screen Time (>6h)
obese,female,omnivore,walk/bicycle,None,46,11,10,natural gas,Sometimes,very frequently,63,5,2631,High Screen Time (>6h)
normal,male,omnivore,public,None,196,15,13,wood,Yes,frequently,154,4,2176,High Screen Time (>6h)
normal,male,vegan,walk/bicycle,None,58,12,7,electricity,Yes,frequently,166,2,1279,High Screen Time (>6h)
obese,female,pescatarian,walk/bicycle,None,43,13,24,wood,Yes,frequently,207,4,2666,High Screen Time (>6h)
underweight,female,pescatarian,public,None,1445,4,24,coal,No,frequently,104,2,2022,Low Screen Time (≤6h)
normal,female,vegan,private,lpg,725,11,3,electricity,Yes,very frequently,118,5,2183,High Screen Time (>6h)
underweight,male,omnivore,walk/bicycle,None,73,23,5,coal,Yes,frequently,245,3,2322,High Screen Time (>6h)
overweight,male,vegetarian,walk/bicycle,None,70,0,4,natural gas,Yes,never,290,5,1383,Low Screen Time (≤6h)
underweight,male,omnivore,walk/bicycle,None,13,17,3,electricity,No,frequently,167,2,1350,High Screen Time (>6h)
obese,male,vegan,private,electric,5917,2,12,electricity,Yes,frequently,293,5,1671,Low Screen Time (≤6h)
obese,female,vegan,walk/bicycle,None,81,2,21,natural gas,Sometimes,rarely,273,3,1929,Low Screen Time (≤6h)
obese,female,omnivore,public,None,334,0,6,natural gas,No,frequently,105,3,2065,Low Screen Time (≤6h)
underweight,male,omnivore,private,diesel,6580,13,3,coal,No,never,284,4,3759,High Screen Time (>6h)
overweight,female,pescatarian,public,None,1653,14,19,wood,No,frequently,99,6,2804,High Screen Time (>6h)
normal,female,vegetarian,walk/bicycle,None,54,17,9,coal,No,frequently,170,7,1854,High Screen Time (>6h)
overweight,male,pescatarian,private,hybrid,2824,23,17,wood,Sometimes,never,284,2,2259,High Screen Time (>6h)
underweight,male,omnivore,private,hybrid,4019,4,3,wood,Sometimes,frequently,258,3,2429,Low Screen Time (≤6h)
overweight,female,vegetarian,walk/bicycle,None,8,17,11,coal,No,rarely,158,1,1662,High Screen Time (>6h)
underweight,female,vegan,public,None,1888,7,4,electricity,Yes,frequently,103,2,1600,High Screen Time (>6h)
overweight,female,pescatarian,walk/bicycle,None,45,12,8,electricity,Yes,never,266,4,819,High Screen Time (>6h)
overweight,female,pescatarian,walk/bicycle,None,63,5,3,coal,Sometimes,never,88,3,1201,Low Screen Time (≤6h)
underweight,female,pescatarian,private,hybrid,452,3,1,natural gas,No,rarely,266,1,1161,Low Screen Time (≤6h)
normal,female,vegan,walk/bicycle,None,57,4,16,wood,Sometimes,very frequently,148,4,2553,Low Screen Time (≤6h)
underweight,male,vegan,walk/bicycle,None,25,3,0,coal,Sometimes,very frequently,83,1,1856,Low Screen Time (≤6h)
obese,male,omnivore,walk/bicycle,None,95,6,3,electricity,Sometimes,frequently,176,7,2791,Low Screen Time (≤6h)
underweight,female,pescatarian,walk/bicycle,None,95,8,6,wood,Yes,rarely,222,1,1111,High Screen Time (>6h)
obese,female,pescatarian,walk/bicycle,None,60,21,11,natural gas,Sometimes,frequently,231,5,2000,High Screen Time (>6h)
underweight,male,pescatarian,private,lpg,3106,1,11,wood,Sometimes,never,138,2,1918,Low Screen Time (≤6h)
obese,male,omnivore,walk/bicycle,None,64,22,12,electricity,Sometimes,rarely,112,6,1622,High Screen Time (>6h)
overweight,female,omnivore,private,electric,6809,19,22,wood,No,never,144,3,1368,High Screen Time (>6h)
underweight,male,vegan,private,electric,8258,1,11,coal,Yes,very frequently,242,6,2887,Low Screen Time (≤6h)
obese,male,vegan,walk/bicycle,None,59,10,3,electricity,Yes,rarely,148,2,1674,High Screen Time (>6h)
overweight,male,vegan,public,None,1005,22,24,wood,Sometimes,never,151,1,1664,High Screen Time (>6h)
underweight,female,vegetarian,walk/bicycle,None,64,6,6,coal,No,frequently,129,6,1902,Low Screen Time (≤6h)
overweight,female,omnivore,private,hybrid,4110,14,17,electricity,Sometimes,never,62,4,2102,High Screen Time (>6h)
obese,female,vegan,public,None,701,22,9,electricity,Sometimes,very frequently,72,1,2219,High Screen Time (>6h)
overweight,female,vegetarian,walk/bicycle,None,0,15,4,coal,No,very frequently,76,3,2246,High Screen Time (>6h)
normal,male,omnivore,private,hybrid,1194,11,20,electricity,Yes,rarely,296,6,2671,High Screen Time (>6h)
overweight,female,vegetarian,private,lpg,942,12,15,electricity,Sometimes,frequently,247,2,1812,High Screen Time (>6h)
overweight,male,pescatarian,public,None,882,10,15,wood,No,frequently,141,7,3293,High Screen Time (>6h)
normal,male,vegetarian,private,diesel,4870,23,24,coal,Yes,never,276,6,2830,High Screen Time (>6h)
underweight,male,pescatarian,walk/bicycle,None,61,17,14,natural gas,Sometimes,very frequently,111,6,2483,High Screen Time (>6h)
overweight,female,pescatarian,walk/bicycle,None,70,21,18,electricity,No,very frequently,231,7,2755,High Screen Time (>6h)
underweight,male,vegetarian,walk/bicycle,None,59,11,12,electricity,No,frequently,247,1,1688,High Screen Time (>6h)
overweight,female,vegetarian,private,hybrid,179,13,10,wood,No,rarely,173,6,1386,High Screen Time (>6h)
normal,female,pescatarian,public,None,736,4,8,coal,Yes,rarely,173,1,1768,Low Screen Time (≤6h)
normal,female,vegan,private,electric,9191,22,3,natural gas,Sometimes,very frequently,166,7,2369,High Screen Time (>6h)
overweight,female,vegetarian,walk/bicycle,None,34,6,15,wood,Yes,never,280,3,1539,Low Screen Time (≤6h)
underweight,female,vegan,private,petrol,7319,5,20,coal,No,frequently,100,7,4087,Low Screen Time (≤6h)
underweight,female,vegan,walk/bicycle,None,12,0,23,natural gas,Yes,very frequently,293,1,1916,Low Screen Time (≤6h)
normal,female,pescatarian,walk/bicycle,None,76,21,4,wood,Sometimes,rarely,129,2,1017,High Screen Time (>6h)
obese,male,pescatarian,walk/bicycle,None,31,18,11,natural gas,No,frequently,287,7,2645,High Screen Time (>6h)
overweight,female,pescatarian,private,lpg,357,20,2,natural gas,Sometimes,rarely,130,4,1596,High Screen Time (>6h)
normal,male,pescatarian,public,None,1962,19,15,electricity,Sometimes,frequently,168,4,1840,High Screen Time (>6h)
underweight,female,vegetarian,private,lpg,4733,16,7,coal,Sometimes,never,297,2,2356,High Screen Time (>6h)
obese,male,omnivore,public,None,1869,24,17,wood,Sometimes,very frequently,222,5,3941,High Screen Time (>6h)
normal,female,omnivore,public,None,788,18,14,coal,Sometimes,frequently,122,4,1675,High Screen Time (>6h)
overweight,female,vegan,private,petrol,5016,22,7,electricity,Yes,frequently,96,3,3704,High Screen Time (>6h)
obese,female,vegetarian,private,electric,1427,20,1,natural gas,No,rarely,280,7,1214,High Screen Time (>6h)
obese,male,vegan,walk/bicycle,None,72,11,15,natural gas,Sometimes,very frequently,225,7,4102,High Screen Time (>6h)
obese,female,pescatarian,walk/bicycle,None,91,16,0,coal,Yes,never,150,5,1482,High Screen Time (>6h)
normal,male,vegan,public,None,205,16,23,electricity,Sometimes,frequently,277,5,1704,High Screen Time (>6h)
obese,female,pescatarian,private,petrol,7366,14,12,wood,Sometimes,frequently,177,4,5254,High Screen Time (>6h)
overweight,female,vegan,private,hybrid,5816,12,21,electricity,Yes,never,76,5,1696,High Screen Time (>6h)
underweight,male,omnivore,walk/bicycle,None,21,7,1,natural gas,Yes,never,85,7,1300,High Screen Time (>6h)
obese,male,omnivore,private,diesel,2222,11,19,coal,Yes,very frequently,216,7,5150,High Screen Time (>6h)
